COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION
111001012475,COLEGIO AGUAS CLARAS (IED),MIXTO,OFICIAL,,NO APLICA,URBANO,UNICA,11001
111001012483,COLEGIO TABORA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001012483,COLEGIO TABORA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012963,COLEGIO BENJAMIN HERRERA (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001012556,COLEGIO ESPAÑA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012556,COLEGIO ESPAÑA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001012602,COLEGIO ATANASIO GIRARDOT (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012602,COLEGIO ATANASIO GIRARDOT (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001012611,COLEGIO BRAVO PAEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012611,COLEGIO BRAVO PAEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001012611,COLEGIO BRAVO PAEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015733,COLEGIO ANTONIO BARAYA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014591,COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014591,COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014591,COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001028258,COLEGIO RAFAEL BERNAL JIMENEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001024660,COLEGIO FERNANDO SOTO APARICIO IED,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012688,COL FUND SANTA MARIA                                                                                ,MIXTO,NO OFICIAL,,NO APLICA,URBANO,COMPLETA,11001
111001029912,COLEGIO JUAN FRANCISCO BERBEO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001012815,COLEGIO QUIROGA ALIANZA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001012815,COLEGIO QUIROGA ALIANZA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015733,COLEGIO ANTONIO BARAYA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001024660,COLEGIO FERNANDO SOTO APARICIO IED,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013102,COLEGIO SAN PEDRO CLAVER (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013102,COLEGIO SAN PEDRO CLAVER (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013129,COLEGIO CLASS (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001013153,COLEGIO PAULO VI (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001013153,COLEGIO PAULO VI (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001013170,COLEGIO SAN RAFAEL (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013170,COLEGIO SAN RAFAEL (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001102067,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED]),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001102067,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED]),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001102067,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED]),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001102067,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED]),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001102148,COLEGIO INTEGRADA LA CANDELARIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013293,COLEGIO NACIONES UNIDAS (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001013293,COLEGIO NACIONES UNIDAS (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,UNICA,11001
111001013293,COLEGIO NACIONES UNIDAS (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001102148,COLEGIO INTEGRADA LA CANDELARIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001036781,COLEGIO RODRIGO LARA BONILLA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001035572,COLEGIO ACACIA II (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
311001026441,COLEGIO LOS PINOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
311001026441,COLEGIO LOS PINOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015806,COLEGIO JORGE GAITAN CORTES (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015806,COLEGIO JORGE GAITAN CORTES (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111265000408,COLEGIO NIDIA QUINTERO DE TURBAY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111265000408,COLEGIO NIDIA QUINTERO DE TURBAY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001035572,COLEGIO ACACIA II (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001076937,COLEGIO SAN FRANCISCO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013676,COLEGIO NUEVO CHILE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013676,COLEGIO NUEVO CHILE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001013676,COLEGIO NUEVO CHILE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013811,COLEGIO SAN AGUSTIN (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013811,COLEGIO SAN AGUSTIN (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013820,COLEGIO SANTA LIBRADA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013820,COLEGIO SANTA LIBRADA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001013935,COLEGIO SANTA MARTHA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001013935,COLEGIO SANTA MARTHA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014001,COLEGIO EDUARDO SANTOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001041459,COLEGIO RICAURTE (CONCEJO) (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001041459,COLEGIO RICAURTE (CONCEJO) (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001041459,COLEGIO RICAURTE (CONCEJO) (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014001,COLEGIO EDUARDO SANTOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014001,COLEGIO EDUARDO SANTOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001014028,COLEGIO REPUBLICA FEDERAL DE ALEMANIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014109,COLEGIO BRASILIA - BOSA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014028,COLEGIO REPUBLICA FEDERAL DE ALEMANIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001014028,COLEGIO REPUBLICA FEDERAL DE ALEMANIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014109,COLEGIO BRASILIA - BOSA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014176,COLEGIO SAN CRISTOBAL SUR (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014206,COLEGIO MARCO FIDEL SUAREZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014290,COLEGIO MARSELLA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014214,COLEGIO CIUDAD DE BOGOTA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001032433,COLEGIO REPUBLICA DEL ECUADOR (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014346,COLEGIO RODRIGO ARENAS BETANCOURT  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014346,COLEGIO RODRIGO ARENAS BETANCOURT  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001102164,COLEGIO EL MINUTO DE  BUENOS AIRES (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001015814,COLEGIO REPUBLICA DE CHINA (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001014630,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001014664,COLEGIO EL LIBERTADOR (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001014486,COLEGIO REPUBLICA DE MEXICO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014486,COLEGIO REPUBLICA DE MEXICO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016292,COLEGIO KENNEDY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001102164,COLEGIO EL MINUTO DE  BUENOS AIRES (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001014664,COLEGIO EL LIBERTADOR (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,11001
111001014524,COLEGIO RAFAEL URIBE URIBE (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001014524,COLEGIO RAFAEL URIBE URIBE (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001102172,COLEGIO JULIO GARAVITO ARMERO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015458,COLEGIO FLORIDABLANCA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001034665,COLEGIO SAN MARTIN DE PORRES (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001024643,COLEGIO NUEVA ESPERANZA (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001015598,COLEGIO LAS AMERICAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014630,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,11001
111001014630,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001014664,COLEGIO EL LIBERTADOR (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001015458,COLEGIO FLORIDABLANCA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111265000394,COLEGIO SIMON BOLIVAR  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001086649,COLEGIO ALFONSO LOPEZ PUMAREJO (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001086649,COLEGIO ALFONSO LOPEZ PUMAREJO (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001014729,COLEGIO JOSE JOAQUIN CASAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014729,COLEGIO JOSE JOAQUIN CASAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014745,COLEGIO ANTONIO JOSE DE SUCRE(IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014745,COLEGIO ANTONIO JOSE DE SUCRE(IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015911,COLEGIO LOS ALPES (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001014869,COLEGIO LUIS VARGAS TEJADA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014869,COLEGIO LUIS VARGAS TEJADA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001014869,COLEGIO LUIS VARGAS TEJADA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001102172,COLEGIO JULIO GARAVITO ARMERO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015911,COLEGIO LOS ALPES (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001014958,COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001014958,COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001014974,COLEGIO FRANCISCO DE MIRANDA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001024732,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001014974,COLEGIO FRANCISCO DE MIRANDA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001016071,COLEGIO ISABEL II (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001027332,COLEGIO GUSTAVO RESTREPO (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001027332,COLEGIO GUSTAVO RESTREPO (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001036765,COLEGIO JOSE MARTI (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001036765,COLEGIO JOSE MARTI (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001036765,COLEGIO JOSE MARTI (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015172,COLEGIO ALEJANDRO OBREGON (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001018201,COLEGIO RUFINO JOSE CUERVO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001102181,COLEGIO SAN FRANCISCO DE ASIS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016314,COLEGIO SIMON RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001018201,COLEGIO RUFINO JOSE CUERVO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001018309,COLEGIO ATENAS (IED),MIXTO,OFICIAL,,NO APLICA,URBANO,TARDE,11001
111001018309,COLEGIO ATENAS (IED),MIXTO,OFICIAL,,NO APLICA,URBANO,MAÑANA,11001
111001009971,COLEGIO REPUBLICA DE COLOMBIA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001024660,COLEGIO FERNANDO SOTO APARICIO IED,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001032409,COLEGIO JORGE SOTO DEL CORRAL (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015598,COLEGIO LAS AMERICAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001024732,COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001025216,COLEGIO VILLA AMALIA (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001016292,COLEGIO KENNEDY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001086631,COLEGIO SAN BENITO ABAD (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001026964,COLEGIO JOHN F. KENNEDY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015776,COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,11001
111001015776,COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,11001
111001015776,COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,11001
111001015814,COLEGIO REPUBLICA DE CHINA (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111265000394,COLEGIO SIMON BOLIVAR  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001027251,COLEGIO LEON DE GREIFF (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001033979,COLEGIO GARCES NAVAS  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001033979,COLEGIO GARCES NAVAS  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001016004,COLEGIO LA BELLEZA LOS LIBERTADORES (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015903,COLEGIO MONTEBELLO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001086789,COLEGIO RAFAEL NUÑEZ  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001086789,COLEGIO RAFAEL NUÑEZ  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001015903,COLEGIO MONTEBELLO (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001027251,COLEGIO LEON DE GREIFF (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001027324,COLEGIO FLORENTINO GONZALEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016004,COLEGIO LA BELLEZA LOS LIBERTADORES (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001015911,COLEGIO LOS ALPES (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,11001
111001015911,COLEGIO LOS ALPES (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,11001
111001016071,COLEGIO ISABEL II (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001027332,COLEGIO GUSTAVO RESTREPO (IED),MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,11001
111001029114,COLEGIO JACKELINE (IED),MIXTO,OFICIAL,,NO APLICA,URBANO,MAÑANA,11001
111001016039,COLEGO ORLANDO FALS BORDA (ANTES BARRANQUILLITA) (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001016039,COLEGO ORLANDO FALS BORDA (ANTES BARRANQUILLITA) (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,UNICA,11001
111001016039,COLEGO ORLANDO FALS BORDA (ANTES BARRANQUILLITA) (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001029114,COLEGIO JACKELINE (IED),MIXTO,OFICIAL,,NO APLICA,URBANO,TARDE,11001
111001016136,COLEGIO LA CHUCUA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001030066,COLEGIO MANUELITA SAENZ  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016098,COLEGIO ALQUERIA DE LA FRAGUA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016098,COLEGIO ALQUERIA DE LA FRAGUA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001016136,COLEGIO LA CHUCUA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001016101,COLEGIO LOS PERIODISTAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016101,COLEGIO LOS PERIODISTAS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001030066,COLEGIO MANUELITA SAENZ  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001030848,COLEGIO ARBORIZADORA BAJA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001032255,COLEGIO TOMAS CARRASQUILLA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001102156,COLEGIO CAMPESTRE MONTE VERDE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001034134,COLEGIO CLEMENCIA DE CAYCEDO (IED),FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016250,COLEGIO REPUBLICA BOLIVARIANA  DE VENEZUELA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001016250,COLEGIO REPUBLICA BOLIVARIANA  DE VENEZUELA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001102181,COLEGIO SAN FRANCISCO DE ASIS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001034240,COLEGIO NICOLÁS GÓMEZ DÁVILA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001034011,COLEGIO JUAN REY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001034011,COLEGIO JUAN REY (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001018333,COLEGIO EL RODEO (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,11001
111001018333,COLEGIO EL RODEO (IED),MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,11001
111001016314,COLEGIO SIMON RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001016314,COLEGIO SIMON RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001016314,COLEGIO SIMON RODRIGUEZ (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001102181,COLEGIO SAN FRANCISCO DE ASIS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111769000247,COLEGIO EL SALITRE - SUBA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111769000247,COLEGIO EL SALITRE - SUBA (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001017795,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED),FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001017795,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED),FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,11001
111001017795,COLEGIO MAGDALENA ORTEGA DE NARIÑO (IED),FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001036544,COLEGIO ANTONIO JOSE URIBE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001018058,COLEGIO ALEXANDER FLEMING (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001018058,COLEGIO ALEXANDER FLEMING (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001018058,COLEGIO ALEXANDER FLEMING (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001075957,COLEGIO SAN CARLOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001075957,COLEGIO SAN CARLOS (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001036544,COLEGIO ANTONIO JOSE URIBE (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,11001
111001035521,COLEGIO NESTOR FORERO ALCALA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001041611,COLEGIO DIANA TURBAY (IED),MIXTO,OFICIAL,N,,URBANO,UNICA,11001
111001046299,COLEGIO MANUELA AYALA DE GAITAN (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001046299,COLEGIO MANUELA AYALA DE GAITAN (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
111001035521,COLEGIO NESTOR FORERO ALCALA  (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,11001
111001018252,COLEGIO JOSE MARIA CARBONELL (IED),MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,11001
